# Program:featureCounts v2.0.2; Command:"/mnt/md127/bio-tools/featureCounts/subread-2.0.2-source/bin/featureCounts" "-T" "32" "-p" "-g" "gene_id" "-a" "/mnt/archive/Karol_organized_2020/NGSprint/genome/hg38.refGene.gtf" "-o" "FeatureCounts_all_reads.txt" "SRR6078274.sorted.bam" "SRR6078275.subread.sorted.bam" "SRR6078276.sorted.bam" "SRR6078291.subread.sorted.bam" "SRR6078292.sorted.bam" "SRR6078293.sorted.bam" 
Geneid	SRR6078274.sorted.bam	SRR6078275.subread.sorted.bam	SRR6078276.sorted.bam	SRR6078291.subread.sorted.bam	SRR6078292.sorted.bam	SRR6078293.sorted.bam
TMEM238	3	2	4	2	0	2
LOC651337	22	24	7	18	22	25
MIR602	0	0	0	0	1	0
LOC100133077	0	0	0	0	0	0
CCDC169-SOHLH2	0	0	0	0	0	0
BHLHA9	0	0	0	0	0	0
LOC105376331	0	0	0	0	0	0
LOC101928786	0	0	0	0	0	0
TUBBP5	0	2	1	0	2	3
LOC101928932	7	6	5	0	0	11
FAM157B	11	5	11	14	5	12
N6AMT1	609	722	940	617	505	527
RBBP8NL	0	0	0	0	0	0
THOC2	3046	4229	2965	3404	3039	3453
C9	9	4	5	8	7	5
C5AR1	4	0	2	12	15	6
OR5B3	0	0	0	0	0	0
OR13H1	0	0	0	0	0	0
OR10G2	0	0	0	0	0	0
DAND5	0	4	2	1	2	4
LINC00423	0	0	0	0	0	1
KRTAP3-3	0	0	0	0	0	0
CGB8	0	4	1	0	6	2
TAF5L	732	972	808	845	992	1056
LOC100233156	0	0	0	0	0	0
LOC389834	0	0	0	0	0	0
LOC283788	0	0	0	0	0	0
LOC100505874	0	0	0	0	0	0
DCUN1D2	483	447	319	494	737	684
LINC00685	26	40	49	127	59	56
VWA8	1108	1099	851	1414	1412	1088
LRFN1	2	4	0	1	7	0
MIR3690	0	0	0	0	0	0
LINC00106	28	21	21	25	29	15
ASMTL-AS1	148	137	70	148	148	79
MIR6089	0	0	0	0	0	0
CD99P1	55	83	50	77	46	126
LINC00102	5	5	2	8	1	28
MIR224	7	6	5	17	5	9
MIR940	0	0	0	0	0	0
MIR221	23	51	41	19	20	48
MIR216A	0	0	0	0	1	0
XGY2	2	1	3	11	2	11
ARSD-AS1	0	0	0	0	0	0
OVCH1	0	0	0	6	1	8
LINC01546	4	1	22	6	0	3
SNORA48B	0	0	0	0	2	0
PRKX-AS1	0	2	0	0	0	2
LOC389906	180	230	222	207	119	118
FAM239B	8	154	14	6	2	2
FAM239A	0	0	0	0	0	0
LOC101928201	0	0	0	0	0	0
GKAP1	8	26	28	20	11	25
LOC105373156	0	0	0	0	2	0
MIR4770	0	0	0	0	0	0
STRIP1	2403	2790	1938	2676	2290	2825
ADAM17	2555	2355	2239	2643	2303	2176
MIR4767	0	0	0	0	0	0
MIR651	0	0	0	0	0	0
IL22RA1	3	16	16	8	2	45
NGB	0	0	0	0	0	0
KRT1	0	0	0	0	0	0
PLD5	8	0	0	14	0	10
MIR548AX	0	0	0	0	0	0
NDN	1807	2162	1237	2320	1373	2156
CEACAM6	0	0	0	0	0	6
MYL4	4	0	0	20	8	4
HCRTR1	10	6	5	8	6	6
TLR8-AS1	0	0	0	1	0	0
LINC02154	0	18	8	0	2	22
GS1-600G8.3	0	1	0	0	3	2
LINC01203	0	0	2	0	0	0
MIR6086	0	0	0	0	0	0
UBE2E4P	461	480	309	480	267	920
ATP9A	3865	5204	3062	4468	3303	7700
PIR-FIGF	1	0	0	2	0	0
GS1-594A7.3	0	0	0	0	0	0
INE2	0	0	0	0	0	0
MIR548AM	0	0	0	0	2	1
MIR4768	0	2	0	0	0	0
LOC101928389	0	2	9	10	15	10
NHS-AS1	1	0	0	0	0	5
LINC01456	0	0	0	0	0	0
BEND2	0	0	0	0	0	0
PPEF1-AS1	0	0	0	0	0	0
ODF3	9	5	11	3	3	7
PHKA2-AS1	2	0	4	3	5	0
TRIM71	0	0	0	0	0	0
MRPL36	822	701	765	696	707	960
MRPL38	1232	1205	1189	1199	950	1126
PANO1	19	19	25	23	19	35
LOC647264	0	0	0	0	0	0
FBXL3	3497	4132	2999	3655	3193	4054
OR2J1	0	0	0	0	0	0
OR51H1	0	0	0	0	0	0
PCGF1	613	625	524	515	462	596
LOC729609	1	1	2	0	2	3
OAF	1269	993	1260	709	527	1274
SCARNA9L	47	108	59	23	15	62
EIF1AX-AS1	7	11	14	4	8	15
SH2D6	14	12	6	5	20	7
PHEX-AS1	0	0	0	0	0	0
PTCHD1-AS	0	0	0	0	0	2
ARL14EP	1901	1166	1061	1875	1127	959
ZFX-AS1	8	9	4	1	9	0
RAB44	1	7	4	13	4	11
CYP2R1	119	114	164	322	291	153
FYCO1	3043	2720	1991	3950	2118	3173
PCYT1B-AS1	0	0	0	0	0	0
SCARNA23	0	3	0	6	0	6
VENTXP1	0	0	0	0	0	0
MIR6134	0	0	0	0	0	0
MIR4666B	0	0	0	0	0	0
COQ9	1127	1055	966	1209	789	1292
TAB3-AS1	6	12	2	11	8	9
CD300H	0	0	0	0	0	0
OR5B2	0	0	0	0	0	0
TAS2R60	0	0	0	0	0	0
MIR3915	0	0	0	0	0	0
MIR548F5	0	0	0	0	0	0
IFNA17	0	0	0	0	0	0
LOC101928627	0	0	0	0	0	0
C16orf96	0	0	1	0	0	2
SEMG2	0	0	0	0	0	0
MIR548AJ2	0	0	0	0	0	0
LIPM	12	0	0	0	0	0
POM121C	253	479	339	596	499	585
MID1IP1-AS1	26	30	30	35	24	34
LINC01281	0	0	0	0	0	0
LINC01282	0	0	0	0	0	0
MIR3937	0	0	0	0	0	0
MIR1587	0	0	0	0	0	0
LRP3	2766	3019	2609	3707	1732	3426
LOC101927476	10	10	2	10	12	22
LOC100132831	8	6	9	7	2	6
IVNS1ABP	2810	3702	4259	12777	9301	3079
LINC02601	4	5	4	2	0	4
PINCR	0	0	2	0	0	0
NDP-AS1	0	0	0	0	0	1
MATN3	90	233	113	505	372	165
ARPC4-TTLL3	0	0	0	0	0	0
IMPDH2	8258	8782	10030	5290	4736	6890
CCDC86	197	335	235	304	272	394
LINC01204	34	43	17	27	27	226
LOC392452	2	2	1	1	0	1
LINC02595	18	35	28	45	7	38
LINC01186	0	0	0	2	3	0
ZNF674-AS1	104	107	113	275	238	151
LINC01545	4	4	3	2	5	6
BSN	33	38	33	45	34	70
ZNF165	36	27	34	41	25	24
TMEM160	74	120	145	279	149	95
GPR173	141	195	93	211	213	182
INE1	40	70	47	66	59	64
SNORA11C	0	0	0	0	0	0
HSPA2	1878	2389	1573	5409	3154	1222
LINC01560	97	129	91	130	116	166
MIR4769	0	0	0	0	0	0
RPL39	426	184	585	284	296	223
ITGB7	10	21	2	8	8	26
UXT-AS1	2	2	0	0	0	0
CXXC1P1	0	0	0	1	6	0
MED11	432	432	321	401	306	286
ZNF630-AS1	0	5	0	0	0	0
ZNF630	79	72	79	71	40	38
SSX6P	0	0	0	0	0	0
LSM11	391	399	418	511	641	500
SSX9P	0	0	0	0	0	0
ABHD8	436	534	398	666	509	319
LOC101927635	2	0	0	1	3	0
MIR764	0	0	0	0	0	0
MIR1283-1	0	0	0	0	0	0
MIR448	0	0	0	0	0	0
ZPLD2P	0	0	0	0	0	0
LINC01535	14	18	14	110	45	54
MIR380	1	4	6	1	0	3
TIMM17B	614	562	549	572	611	559
ISOC1	180	274	220	233	141	212
OLIG2	0	0	0	0	0	0
SYP-AS1	0	2	0	0	0	0
TBC1D9	1875	2131	1619	2389	2010	3172
VSTM5	10	14	6	4	6	10
CSNK2A3	1045	1432	1103	1172	1320	1538
FLICR	0	0	0	0	0	0
ADCY2	2	0	2	16	4	3
GAGE12G	0	0	0	0	0	0
RBM44	28	46	18	21	10	16
USP27X-AS1	33	52	32	77	36	46
C2orf72	2	4	2	1	7	2
ACOT4	67	70	44	115	47	58
MIR500B	1	0	0	0	0	1
MIR660	0	0	0	0	0	1
LINC01496	0	0	0	0	0	0
PRSS47	0	0	0	0	0	0
JPT2	1105	2091	1609	831	1267	2621
SNORA11D	0	0	0	0	0	0
SNORA11E	0	0	0	0	0	0
MIR8088	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0
SSX8P	0	0	0	0	0	0
BRINP2	20	2	4	4	9	4
RHOBTB3	16966	14978	7049	15531	16783	9170
PCDH20	0	0	0	2	102	4
POMP	3056	3184	3047	3135	2970	4534
FAM156A	2	3	5	3	10	4
KANTR	137	159	118	327	263	312
PDCD1LG2	570	611	575	811	936	1723
NGRN	5542	4226	3920	7123	6781	5859
MORN2	445	434	403	447	319	493
MIR6895	2	4	2	2	3	2
MIR6894	2	3	0	0	1	0
MIR6857	0	0	0	0	0	0
RGS18	0	0	0	0	0	0
NOTCH1	730	2691	1485	681	1439	1191
TMEM186	237	202	221	277	219	224
MXRA5	14333	15608	17720	44012	27132	14161
SPEF1	2	1	5	3	3	2
RGPD1	5	16	12	10	11	10
MKRN3	28	184	0	18	12	7
C6orf118	0	0	0	0	0	4
SNORA11	9	4	10	19	19	16
ZNF716	1	0	0	0	0	0
SNORA11G	2	3	0	7	3	0
KRT79	0	1	0	0	0	0
CTSK	41634	36990	35068	59838	7376	97944
SEL1L	11959	10870	9559	14609	14541	14249
SNORA109	0	0	0	0	0	0
LOC100421746	0	1	0	0	0	0
MIR4536-1	0	0	0	0	0	0
MIR4536-2	0	0	0	0	0	0
FZD7	2918	6593	3236	6596	5876	2987
THEM5	12	6	0	1	2	4
LINC01857	0	0	0	0	0	0
LOC149373	0	0	0	0	0	0
UQCRBP1	278	265	290	167	127	246
PPP1R3G	213	135	246	185	102	170
LINC01278	109	144	136	233	137	154
ARHGEF9-IT1	0	0	0	2	0	2
CLDN1	6	7	20	78	95	4
TYK2	2915	4019	2838	3599	3143	4268
FRMD8P1	38	56	32	32	27	50
SELE	0	0	0	0	0	0
UBXN7	2303	3405	2279	2281	2858	3313
PPAT	505	585	569	507	540	830
HS3ST4	0	0	0	0	0	0
PMCH	1	2	2	2	0	8
U2AF2	4017	5255	4099	5062	3926	6217
TPST1	2621	2120	2431	3071	1704	2358
LRRC59	5959	10186	7016	7013	6068	11064
LINC00269	0	0	0	0	0	0
DLG3-AS1	0	8	3	1	0	1
CROT	707	1063	632	757	539	1220
SNORD3E	0	0	0	0	0	0
MLLT11	75	168	131	447	255	289
NKD1	6	0	4	1	22	16
FAF1	1606	2093	1720	1703	1411	2014
OR5L2	0	0	0	0	0	0
OR5D14	0	0	0	0	0	0
OR14I1	0	0	0	0	0	0
ETV3L	0	0	0	0	0	10
XKRY2	0	0	0	0	0	0
OR2M7	0	0	0	0	0	0
OR2AT4	0	0	0	0	0	0
INGX	2	0	4	3	0	0
C17orf97	102	25	23	46	17	41
PTRHD1	380	373	338	375	170	331
VSIG8	21	37	17	23	10	19
RFK	1148	1065	935	1434	1031	1272
LOC100129291	0	0	0	0	1	0
LOC100132741	0	0	0	0	0	0
LINC00891	0	0	0	0	0	0
ACBD7	43	29	61	4	13	58
RPS26P11	34	49	24	14	17	9
SUMO1P1	0	0	0	0	0	0
PHKA1-AS1	0	0	0	0	1	2
FAM226B	0	0	0	0	0	0
FAM226A	0	0	0	0	0	0
LOC390877	2	3	0	0	2	0
ADPRS	1135	1085	809	1611	1414	1224
MARCHF5	1363	1441	1178	1684	1316	1370
PABPC1L2B-AS1	0	0	0	0	0	0
MAP2K4P1	91	96	76	70	54	89
TSIX	22	36	30	0	0	0
JPX	211	162	150	169	145	129
MIR374C	0	0	0	0	0	0
RIOX1	475	537	487	507	410	565
ABCG5	2	0	0	0	0	0
TTC3P1	718	825	627	681	575	768
MIR325HG	0	0	0	0	0	0
MT1F	10	2	6	2	0	2
MT1G	4	9	3	0	0	15
MIR4328	0	0	0	0	0	0
VTI1B	2862	2860	2139	3436	2641	3618
CHMP1B2P	0	0	0	2	15	6
FGF16	2	0	0	0	0	0
FCF1	1577	1603	1278	1513	1401	1906
IDH3A	608	830	670	694	609	884
MIR548I4	0	0	0	0	0	0
UBE2DNL	0	0	0	0	0	0
MICALCL	13	29	10	29	77	10
LOC101928128	0	0	0	0	0	0
CDC123	2210	2387	2091	2066	1902	3198
MIR1321	0	0	0	0	0	0
NOP10	2532	2267	2029	2351	2080	3086
PABPC5-AS1	5	0	4	10	2	1
MIR548M	0	0	0	0	0	0
BRDTP1	0	0	0	0	0	0
LINC00968	1630	679	790	758	1062	1526
SELENOP	567	376	546	1486	166	2478
PPP1R3C	8568	6052	6987	6629	3420	3376
ROCK1	4248	6857	4404	5549	5388	7649
CHI3L1	116	30	32	158	25	801
ZBED4	549	1017	676	929	1225	1051
MIR7-3	0	0	0	0	0	0
MIR7-2	1	0	0	0	0	0
SART3	2298	2954	2025	2699	2572	2701
MYOG	0	0	2	0	0	0
LAMB1	30276	59898	39021	17060	30035	28559
RPL36A-HNRNPH2	0	0	0	0	0	0
APELA	30	12	8	195	51	24
RIMKLA	0	0	4	0	2	4
RNF208	6	4	4	6	22	6
HBB	0	0	0	0	0	0
NXF4	0	0	0	0	0	0
HES1	256	150	142	607	1016	97
MPPED2	36	0	0	4	0	0
UFC1	2643	2396	2439	2370	1380	2036
LINC00630	134	116	105	152	124	169
TM4SF4	0	1	0	2	2	41
TSPAN7	0	0	0	0	6	1
UBXN10	2	0	2	0	0	2
BATF	0	0	0	4	0	0
LINC02589	4	5	7	21	7	8
EDDM3B	0	0	0	0	0	0
KANSL2	1208	1210	952	1074	1036	1232
LGALS9C	1	1	2	0	0	1
MORF4L2-AS1	4	12	8	19	12	12
RAB9B	81	78	143	308	72	101
TMSB15B-AS1	5	5	22	10	6	13
NMB	125	163	126	193	77	453
LOC286437	136	213	111	138	74	161
MMP25	8	20	8	11	20	2
MIR548AN	0	0	0	1	0	0
USP36	1041	1372	1090	1382	1134	1691
SDF2L1	130	308	297	276	154	611
ZFAND3	2105	3023	1846	3046	3040	2831
MIR3129	0	0	1	0	3	0
FRMPD3-AS1	0	0	0	0	0	0
SCCPDH	2182	2441	2290	1936	2060	2612
LOC101928335	2	1	0	2	5	2
KDM3B	3347	4144	2934	3938	3240	4446
TEKT3	2	0	10	16	9	16
RAB6C-AS1	0	0	0	0	4	0
CASC19	0	0	0	0	0	0
ZCWPW2	142	158	140	182	159	127
MIR1976	0	0	0	0	0	0
MIR1915	0	1	3	2	1	1
MACC1	23	16	18	8	25	14
MIR103B2	0	0	0	0	0	0
MIR103B1	0	0	0	0	0	0
MIR1307	0	0	0	0	1	0
MIR1281	7	5	6	10	9	4
MIR302E	0	0	0	0	0	0
MIR1249	3	2	4	8	5	3
MIR1303	0	0	0	1	1	1
MIR1231	0	1	0	0	0	0
MIR1226	0	0	0	0	0	0
LOC101928358	0	0	0	0	0	0
GTF2F2	928	1239	1133	956	778	1631
SNORD96B	1	0	0	1	0	0
TDGF1P3	0	0	0	0	0	0
GOLGA6D	2	2	0	0	0	0
LCE1C	0	0	0	0	0	4
CLMP	13221	16078	11293	8761	7826	26740
STAT5B	2195	3129	1993	3038	3308	2464
CNR2	0	0	0	0	0	0
CCR3	0	0	0	0	0	0
PTTG2	5	5	8	0	0	12
KCNQ5	410	476	200	364	12	360
OPN1SW	5	17	5	8	23	23
DHDH	2	8	0	0	2	0
ZDHHC11	8	2	2	8	2	7
MIR4329	0	0	0	0	0	0
LOC101928437	0	0	0	0	2	4
XACT	0	0	0	0	0	0
SNORA35	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0
MIR1911	0	0	0	0	0	0
SNORA35B	4	0	0	2	4	0
PLS3-AS1	44	30	19	47	33	19
DANT2	0	0	0	14	1	13
DANT1	0	0	0	5	5	3
LOC100126447	0	0	0	0	0	0
LINC01285	3	1	2	8	0	2
OR52A5	0	0	0	0	0	0
OR51V1	0	0	0	0	0	0
LOC101928336	1	0	0	0	0	0
SLC25A5-AS1	46	36	34	59	30	49
TRIM56	2513	3678	2419	3921	5018	3395
CACNA1I	0	3	0	2	9	0
SNORA69	3	8	2	5	7	10
RHOXF1P1	0	0	0	0	0	0
RHOXF1-AS1	0	0	0	0	3	0
LINC01402	0	0	0	0	0	0
ASF1B	221	203	380	42	84	1108
NKAPP1	35	32	22	46	26	23
TMEM255A	6	5	4	9	14	6
OR1A1	0	0	0	0	0	0
CEP72	50	106	79	66	54	261
C2orf69	874	1171	1001	1334	1073	2081
COL28A1	3	15	6	1	2	13
IFITM5	11	2	3	2	0	3
COL6A6	194	484	16	6	8	738
SLC35G6	9	22	12	27	7	30
PCP4L1	2	2	0	0	0	4
PILRA	6	39	10	12	10	2
C16orf97	0	0	0	0	0	0
CRAMP1	916	1347	895	1314	1239	1498
PRMT6	709	1085	551	859	444	1128
PDCD1	0	0	0	0	0	0
MIR3672	0	0	0	0	0	0
CTAG2	0	0	0	0	0	0
LOC101928402	5	3	1	0	2	9
DEFB116	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	0
LOC100287896	93	72	146	142	58	124
LOC101928495	0	0	0	0	0	0
RADIL	66	99	98	44	100	125
IRAK2	175	350	165	125	122	593
EIF3E	9902	9326	11657	7016	6229	5161
INPPL1	4922	9092	5290	7257	8106	6916
C18orf32	96	98	94	117	125	76
TANC2	1058	3373	1693	1591	2333	3148
TYW1B	58	84	167	260	78	78
CMTM6	5506	5700	4171	5779	4557	7171
LOC105373338	0	4	2	3	0	0
LINC01201	0	0	0	0	0	0
PCDHB4	39	34	38	123	52	43
EXOSC4	443	430	480	522	410	495
PCDHB3	26	9	2	194	31	16
PCDHB2	272	89	22	165	82	219
PCDHB15	68	21	78	37	31	47
RHOF	4	12	3	3	4	5
PCDHB14	275	213	131	212	76	190
PCDHB13	133	149	77	186	54	200
PCDHB11	56	29	41	42	34	56
PCDHB10	72	67	59	79	33	91
FIRRE	2	10	0	2	7	0
OST4	2985	3305	2947	3326	2648	3192
RAP2C-AS1	35	69	30	67	76	75
C1orf56	140	111	133	160	114	108
HS6ST2-AS1	2	0	4	0	0	0
SASS6	259	278	185	761	686	504
MIR450A1	2	5	0	4	3	0
MIR450A2	5	4	3	0	8	0
SBK2	0	0	0	2	0	3
LINC00629	13	8	6	14	19	13
CCDC87	20	22	19	41	25	38
LINC02243	0	0	2	0	0	0
SMIM10L2B-AS1	0	0	0	3	0	0
CT55	0	2	0	1	0	0
LOC100506790	0	0	0	0	0	0
INTS6L-AS1	0	0	9	2	0	0
LMCD1-AS1	25	26	25	36	33	18
OXA1L	1755	2348	1888	1749	1906	2020
OMD	172	138	235	876	195	80
SAGE2P	0	0	0	0	0	0
BPY2C	0	0	0	0	0	0
RNF20	2183	3315	2118	2898	2923	3314
LRRC45	423	595	503	360	196	731
MINDY4B	1	0	2	0	2	8
MIR934	0	0	0	0	0	0
LINC00892	0	0	0	0	0	0
SNORD61	2	1	2	2	2	0
FGF13-AS1	13	2	2	48	29	0
SRD5A1P1	6	9	3	3	3	8
CDC6	302	351	466	197	205	1196
LMTK2	1157	1309	1105	2071	2114	1825
KLHDC1	192	184	180	245	287	220
LOC728660	0	0	0	0	0	0
LINC00632	28	59	24	97	39	30
THAP4	1420	1687	1151	1552	1560	1794
SPANXA2-OT1	1	5	0	0	8	4
MIR892C	0	0	0	0	0	0
MIR890	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0
MIR513A2	0	0	0	0	0	0
MIR507	0	0	0	0	0	0
MIR514B	0	0	0	0	0	0
MIR509-1	0	0	0	0	0	0
MIR509-2	0	0	0	0	0	0
MIR510	0	0	0	0	0	0
MIR514A1	0	0	0	0	0	0
MIR514A2	0	0	0	0	0	0
MIR514A3	0	0	0	0	0	0
PRR18	0	0	0	0	2	0
C5orf51	1557	1905	1298	2150	1412	2294
PRAMEF9	0	0	0	0	0	0
CPXM2	3113	5589	7477	8006	2681	5883
LINC00893	117	109	85	120	54	86
KLHDC2	2186	2240	1973	2531	1764	1869
TPPP	1	9	3	4	10	62
C1orf220	84	117	80	84	61	169
LINC00850	0	0	0	0	0	0
MAGEA8-AS1	0	0	0	0	2	0
LINC00894	68	117	80	76	88	58
MIR2114	0	0	0	0	0	0
FAM151A	2	9	3	3	0	10
IDO2	0	0	0	0	0	0
LRRC74A	0	0	0	0	0	0
SRRM4	0	0	0	0	0	0
SRSF12	12	14	11	7	19	22
B3GAT2	13	17	15	26	20	40
NRSN1	0	0	0	0	0	0
OCSTAMP	0	0	0	0	0	0
ANKRD55	12	14	10	3	6	15
MIR4330	0	0	0	0	0	0
GPR50-AS1	0	0	0	0	0	0
LOC105377213	0	0	0	0	0	0
MAGEA4-AS1	0	0	0	0	0	0
MIR767	0	0	0	0	0	0
GDF7	19	28	25	19	10	23
CUTC	461	443	446	612	741	545
CSAG4	0	0	0	0	0	0
USP17L19	0	0	0	0	2	0
USP17L17	0	0	0	0	0	0
SDR9C7	0	0	0	2	0	0
LOC105373378	0	0	0	0	0	0
ZSCAN4	0	0	0	0	0	0
LOC105373383	8	8	26	24	8	7
ZNF280A	0	0	0	2	0	0
SRXN1	2825	2464	2116	2597	2309	3720
ZDHHC5	3888	4354	3305	4926	4153	5926
LCA10	0	0	0	0	4	0
OBI1	530	559	465	450	426	732
MUL1	1384	1544	1113	1719	1440	2093
HCFC1-AS1	4	13	6	13	10	10
MIR3202-1	0	1	0	0	0	0
MIR3202-2	0	0	0	0	0	0
GIMAP1	0	0	0	0	0	0
MIR718	0	0	0	0	0	0
ZNF852	90	135	77	118	85	82
SNORA70	641	416	739	963	785	574
SLC38A3	0	0	2	9	21	0
CH17-340M24.3	78	55	43	102	51	68
MIR6858	1	3	1	1	1	1
APOB	0	0	0	0	0	0
AP1S1	2122	3023	2382	2086	1684	3814
FAM223A	0	0	0	0	0	0
FAM223B	0	0	0	0	0	0
IFNL3	0	0	0	0	0	0
AWAT2	0	0	0	0	4	0
SNORA36A	0	0	0	0	0	0
MIR664B	0	0	0	0	0	0
SNORA56	0	0	0	0	0	0
MLYCD	635	781	500	656	595	642
GRHPR	2793	3323	2589	2389	2535	3115
MIR1184-1	0	0	0	0	0	0
MIR1184-2	0	0	0	0	0	0
MIR1184-3	0	0	0	0	0	0
USP17L21	0	0	0	0	0	0
USP17L20	0	0	0	0	0	0
USP17L22	0	0	0	0	0	0
TMLHE-AS1	0	0	0	0	0	0
LOC101927830	0	0	0	0	0	0
COL9A3	14	4	0	14	640	0
WASIR1	1	0	0	0	0	0
DDX11L16	7	9	4	3	11	7
TLR5	22	26	16	6	8	8
ZNF492	29	9	1	4	5	78
MTOR	3933	5553	4150	5399	4896	5777
EPHB4	2856	3653	3793	3254	2345	3666
ZFY-AS1	0	0	0	12	4	5
LINC00278	0	0	0	14	2	29
RAB10	6196	7848	5440	5413	5168	7059
TTTY23	0	0	0	0	0	0
TTTY23B	0	0	0	0	0	0
FAM197Y9	0	0	0	0	0	0
LINC00280	0	0	0	0	0	0
TTTY1	0	0	0	0	0	0
TTTY1B	0	0	0	0	0	0
TTTY2	0	0	0	0	0	0
TTTY2B	0	0	0	0	0	0
TTTY21	0	0	0	0	0	0
TTTY21B	0	0	0	0	0	0
TTTY7	0	0	0	0	0	0
TTTY7B	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0
TTTY8B	0	0	0	0	0	0
PRKY	2	10	6	668	913	1148
TTTY16	0	0	0	0	0	2
TTTY12	0	0	0	0	0	0
LINC00279	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0
TTTY19	0	0	0	0	0	0
TTTY11	0	0	0	0	0	0
TTTY20	0	0	0	0	0	0
ADM5	23	24	12	13	7	29
FAM197Y2	0	0	0	0	0	0
FAM197Y5	0	0	0	0	0	0
FAM197Y7	0	0	0	0	0	0
FAM197Y8	0	0	0	0	0	0
FAM197Y4	0	0	0	0	0	0
FAM197Y6	0	0	0	0	0	0
SHPRH	960	1276	1004	1273	1308	1167
FAM197Y3	0	0	0	0	0	0
CTAGE15	12	4	0	4	2	2
IGLON5	1	3	0	1	0	2
TTTY22	0	0	0	0	0	0
GYG2P1	2	0	0	0	0	0
GATA5	0	0	0	0	0	0
TCEAL2	3	2	5	2	6	8
PSMC5	2051	2103	1776	2005	1763	3224
PLXND1	4284	7193	4906	11110	8707	8515
AMT	311	387	329	568	403	109
EDDM13	8	14	8	14	10	17
NLGN4Y-AS1	0	0	0	1	5	7
FAM41AY1	0	0	0	0	0	0
FAM41AY2	0	0	0	0	0	0
FAM224B	0	0	0	0	0	0
FAM224A	0	0	0	0	0	0
NANP	508	781	644	814	596	776
TTTY9A	0	0	0	0	0	0
TTTY9B	0	0	0	0	0	0
BCORP1	0	0	0	0	2	0
TXLNGY	0	0	0	1126	848	923
TTTY10	0	0	0	38	13	24
PROC	0	2	2	3	3	2
GALNTL6	2	2	3	0	0	2
EML3	1653	2616	1558	1913	1726	1576
TTTY13	0	0	0	0	0	0
PTCHD3	0	0	0	0	0	0
ZNF674	253	276	158	280	252	167
LOC101929148	0	0	0	0	0	0
TTTY6	0	0	0	0	0	0
TTTY6B	0	0	0	0	0	0
TTTY5	0	0	0	0	0	0
ZBTB47	3513	4474	2230	4171	3216	3374
TTTY17A	0	0	0	0	0	0
TTTY17C	0	0	0	0	0	0
TTTY17B	0	0	0	0	0	0
TTTY4	0	0	0	0	0	0
TTTY4C	0	0	0	0	0	0
TTTY4B	0	0	0	0	0	0
TRH	2	8	0	7	2	6
RLF	1922	2154	1751	2035	2323	1786
TTTY3	0	0	0	0	0	0
TTTY3B	0	0	0	0	0	0
CSPG4P1Y	0	1	1	2	0	0
GOLGA2P2Y	0	0	0	0	0	0
GOLGA2P3Y	0	0	0	0	0	0
C9orf40	421	398	386	381	260	524
NPHS1	0	0	0	0	0	0
BMS1P2-AGAP9	5	5	3	3	10	5
BMS1P4-AGAP5	23	12	18	33	27	42
ARPIN-AP3S2	0	0	0	0	0	0
SREBF2-AS1	45	34	39	82	83	109
SBNO1-AS1	28	24	26	21	4	25
AGBL4-AS1	0	0	0	0	0	0
CBLL2	0	0	0	0	0	0
SLC15A4	1553	1772	1152	2055	2082	1802
C9orf163	0	9	4	28	2	8
REG3G	0	0	0	0	0	0
NCKAP5L	1697	2311	1301	2508	3136	1996
LOC100996720	0	0	4	2	1	0
TRIP6	4594	5714	5195	4871	3656	6324
AGAP10P	3	6	1	5	9	2
PARGP1-AGAP4	25	26	11	29	37	16
AZGP1	0	0	0	2	27	0
RBX1	1885	1946	1760	1751	1469	2124
SYCP2	106	212	113	108	119	144
SPACA1	0	0	0	0	0	0
LOC105369199	2	0	0	0	0	0
LOC105369140	0	0	0	0	4	0
LOC105371215	0	0	0	0	0	11
DZIP1	2563	4296	2795	4159	2259	2298
ZNF286B	151	58	45	210	96	112
CA5BP1	179	250	166	138	115	169
CA5BP1-CA5B	39	22	20	19	29	24
OR7C2	0	0	0	0	0	0
LOC101927789	170	155	184	324	141	391
MYOPARR	0	0	0	0	0	0
LOC107984208	0	0	0	0	0	0
LOC105369209	0	2	0	2	2	4
PRSS45P	0	0	0	0	0	0
PRSS43P	1	0	0	2	0	0
PRSS44P	4	0	0	0	0	0
LOC730268	246	338	195	174	407	175
OTUD1	501	308	370	480	442	509
LOC112267871	0	0	4	2	12	14
LOC102724995	0	0	0	0	0	0
LOC101927245	16	17	17	35	31	50
LOC105379443	0	0	0	0	1	0
LOC102724904	0	0	0	0	0	0
LOC100996643	2	4	2	0	8	2
LOC101927824	11	8	4	13	8	7
LOC102723534	18	15	9	21	18	8
LOC105369201	21	15	12	20	23	19
SLC7A6OS	209	257	191	293	269	264
PHAX	2030	2562	1584	2788	2249	3380
LOC339260	2	0	0	26	7	2
ADAMTS9	113	108	178	1159	477	177
SMIM33	6	4	2	0	0	4
LOC107986453	0	0	0	0	0	0
